Match ID,Team,Player ID,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12436516,Home,787498,André Onana,G,24,190,Cameroon,828403200,False,43,30,7.2,Unknown,Unknown
12436516,Home,1153315,Leny Yoro,D,15,190,France,1131840000,False,66,60,6.5,Unknown,Unknown
12436516,Home,803031,Matthijs de Ligt,D,4,188,Netherlands,934416000,False,69,63,7.4,Unknown,Unknown
12436516,Home,859999,Lisandro Martínez,D,6,175,Argentina,885081600,False,73,64,6.7,Unknown,Unknown
12436516,Home,971037,Amad Diallo,M,16,173,Côte d'Ivoire,1026345600,False,58,51,9.9,Unknown,Unknown
12436516,Home,846425,Manuel Ugarte,M,25,182,Uruguay,986947200,False,32,28,6.7,Unknown,Unknown
12436516,Home,1142175,Kobbie Mainoo,M,37,180,England,1113868800,False,22,18,6.3,Unknown,Unknown
12436516,Home,847030,Noussair Mazraoui,D,3,183,Morocco,879465600,False,47,36,7.2,Unknown,Unknown
12436516,Home,288205,Bruno Fernandes,M,8,179,Portugal,778982400,False,67,57,6.9,Unknown,Unknown
12436516,Home,1135873,Alejandro Garnacho,M,17,180,Argentina,1088640000,False,39,32,7.4,Unknown,Unknown
12436516,Home,1086417,Rasmus Højlund,F,9,191,Denmark,1044316800,False,9,7,6.8,Unknown,Unknown
12436516,Home,958380,Antony,F,7,172,Brazil,951350400,True,17,13,6.5,Unknown,Unknown
12436516,Home,1084356,Toby Collyer,M,43,180,England,1073088000,True,21,20,6.8,Unknown,Unknown
12436516,Home,917007,Joshua Zirkzee,F,11,193,Netherlands,990489600,True,13,9,6.9,Unknown,Unknown
12436516,Home,149380,Harry Maguire,D,5,194,England,731289600,True,10,8,6.6,Unknown,Unknown
12436516,Home,105734,Christian Eriksen,M,14,182,Denmark,698025600,True,8,8,7.5,Unknown,Unknown
12436516,Home,815890,Altay Bayındır,G,1,198,Türkiye,892512000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Home,825839,Tyrell Malacia,D,3,169,Netherlands,934848000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Home,1899546,Godwill Kukonki,D,5,196,England,1202256000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Home,122951,Casemiro,M,18,185,Brazil,698803200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Away,839410,Aaron Ramsdale,G,30,191,England,895104000,False,36,17,7.2,Unknown,Unknown
12436516,Away,555406,James Bree,D,14,178,England,876528000,False,47,32,6.7,Unknown,Unknown
12436516,Away,286085,Jan Bednarek,D,35,189,Poland,829267200,False,37,36,7.6,Unknown,Unknown
12436516,Away,980637,Taylor Harwood-Bellis,D,6,185,England,1012348800,False,50,42,6.7,Unknown,Unknown
12436516,Away,905347,Yukinari Sugawara,D,16,179,Japan,962150400,False,28,22,6.7,Unknown,Unknown
12436516,Away,1048916,Lesley Ugochukwu,M,26,188,France,1080259200,False,41,37,7.7,Unknown,Unknown
12436516,Away,818073,Joe Aribo,M,7,183,Nigeria,837907200,False,41,36,7.1,Unknown,Unknown
12436516,Away,823085,Kyle Walker-Peters,D,2,173,England,860889600,False,31,26,7,Unknown,Unknown
12436516,Away,1142562,Mateus Fernandes,M,18,178,Portugal,1089417600,False,34,31,7.2,Unknown,Unknown
12436516,Away,1174472,Tyler Dibling,M,33,178,England,1140134400,False,20,15,7.3,Unknown,Unknown
12436516,Away,1019442,Kamaldeen Sulemana,F,20,174,Ghana,1013731200,False,20,16,7.3,Unknown,Unknown
12436516,Away,970435,Will Smallbone,M,8,173,Ireland,951091200,True,12,8,6.2,Unknown,Unknown
12436516,Away,879810,Flynn Downes,M,4,172,England,916790400,True,6,3,6.2,Unknown,Unknown
12436516,Away,361352,Adam Armstrong,F,32,172,England,855532800,True,2,2,6.3,Unknown,Unknown
12436516,Away,944200,Nathan Wood,D,15,188,England,1022803200,True,Unknown,Unknown,6,Unknown,Unknown
12436516,Away,295123,Paul Onuachu,F,32,201,Nigeria,770083200,True,1,Unknown,6.4,Unknown,Unknown
12436516,Away,45502,Alex McCarthy,G,1,193,England,628646400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Away,328701,Ryan Manning,D,3,172,Ireland,834710400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Away,17054,Adam Lallana,M,10,172,England,579225600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436516,Away,993451,Cameron Archer,F,19,181,England,1007856000,True,Unknown,Unknown,Unknown,Unknown,Unknown
