Match ID,Team,Player ID,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12436937,Home,994363,Bart Verbruggen,G,1,193,Netherlands,1029628800,False,35,21,7.1,Unknown,Unknown
12436937,Home,1400106,Yankuba Minteh,F,17,180,Gambia,1090454400,False,12,8,9.5,Unknown,Unknown
12436937,Home,219572,Joël Veltman,D,34,184,Netherlands,695433600,False,19,15,7.2,Unknown,Unknown
12436937,Home,962012,Jan Paul van Hecke,D,29,189,Netherlands,960422400,False,41,38,7.1,Unknown,Unknown
12436937,Home,216308,Adam Webster,D,4,191,England,789177600,False,59,46,7.5,Unknown,Unknown
12436937,Home,914691,Tariq Lamptey,D,2,165,Ghana,970272000,False,25,21,6.7,Unknown,Unknown
12436937,Home,946695,Georginio Rutter,M,14,182,France,1019260800,False,13,10,6.8,Unknown,Unknown
12436937,Home,1199043,Carlos Baleba,M,20,179,Cameroon,1073088000,False,26,16,7.1,Unknown,Unknown
12436937,Home,1142315,Jack Hinshelwood,D,41,182,England,1113177600,False,27,24,6.8,Unknown,Unknown
12436937,Home,936849,Kaoru Mitoma,M,22,178,Japan,864086400,False,30,21,7.4,Unknown,Unknown
12436937,Home,33902,Danny Welbeck,F,18,185,England,659577600,False,13,9,7.6,Unknown,Unknown
12436937,Home,975079,João Pedro,F,9,188,Brazil,1001462400,True,5,5,5.4,Unknown,Unknown
12436937,Home,1065588,Diego Gómez,M,25,185,Paraguay,1048723200,True,8,6,6.4,Unknown,Unknown
12436937,Home,891829,Matt O'Riley,M,33,187,Denmark,974764800,True,2,2,6.3,Unknown,Unknown
12436937,Home,1036269,Yasin Ayari,M,26,172,Sweden,1065398400,True,10,7,7.3,Unknown,Unknown
12436937,Home,1110842,Simon Adingra,M,11,175,Côte d'Ivoire,1009843200,True,2,2,Unknown,Unknown,Unknown
12436937,Home,1005800,Carl Rushworth,G,39,191,England,994032000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Home,998928,Eiran Joe Cashin,D,16,184,Ireland,1005264000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Home,959628,Mats Wieffer,M,27,188,Netherlands,942710400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Home,1198075,Brajan Gruda,F,8,174,Germany,1085961600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Away,962053,Filip Jørgensen,G,12,190,Denmark,1018915200,False,40,35,6,Unknown,Unknown
12436937,Away,996958,Malo Gusto,D,27,179,France,1053302400,False,59,53,6.4,Unknown,Unknown
12436937,Away,826134,Trevoh Chalobah,D,23,190,England,931132800,False,100,95,6.4,Unknown,Unknown
12436937,Away,996911,Levi Colwill,D,6,187,England,1046217600,False,122,114,6.9,Unknown,Unknown
12436937,Away,794939,Marc Cucurella,D,3,175,Spain,901065600,False,83,77,6.7,Unknown,Unknown
12436937,Away,987650,Moisés Caicedo,M,25,178,Ecuador,1004659200,False,64,60,6.4,Unknown,Unknown
12436937,Away,974505,Enzo Fernández,M,8,177,Argentina,979689600,False,76,61,6.7,Unknown,Unknown
12436937,Away,966547,Noni Madueke,M,11,182,England,1015718400,False,7,6,6.6,Unknown,Unknown
12436937,Away,982780,Cole Palmer,M,80,188,England,1020643200,False,39,36,6.9,Unknown,Unknown
12436937,Away,879349,Pedro Neto,F,7,172,Portugal,952560000,False,22,18,5.8,Unknown,Unknown
12436937,Away,769333,Christopher Nkunku,F,18,175,France,879465600,False,36,33,6.8,Unknown,Unknown
12436937,Away,851100,Jadon Sancho,M,19,180,England,953942400,True,31,24,6.4,Unknown,Unknown
12436937,Away,885908,Reece James,D,24,180,England,944611200,True,35,33,6.9,Unknown,Unknown
12436937,Away,861970,Kiernan Dewsbury-Hall,M,22,178,England,905040000,True,10,9,6.4,Unknown,Unknown
12436937,Away,1403061,Tyrique George,M,32,181,England,1139011200,True,11,10,6.8,Unknown,Unknown
12436937,Away,920546,Robert Sánchez,G,1,197,Spain,879811200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Away,1403050,Josh Acheampong,D,34,185,England,1146787200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Away,352668,Tosin Adarabioyo,D,4,196,England,875059200,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Away,1500263,Aaron Anselmino,D,30,186,Argentina,1114732800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436937,Away,1426224,Mathis Amougou,M,39,177,France,1137456000,True,Unknown,Unknown,Unknown,Unknown,Unknown
