Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436885,22,Ended,1737203400,Newcastle United,Bournemouth,1,4,False,True,bournemouth-newcastle-united
12436440,22,Ended,1737212400,Brentford,Liverpool,0,2,False,True,brentford-liverpool
12436442,22,Ended,1737212400,Leicester City,Fulham,0,2,False,True,fulham-leicester-city
12436889,22,Ended,1737212400,West Ham United,Crystal Palace,0,2,False,True,west-ham-united-crystal-palace
12436443,22,Ended,1737221400,Arsenal,Aston Villa,2,2,False,True,arsenal-aston-villa
12436448,22,Ended,1737295200,Everton,Tottenham Hotspur,3,2,False,True,everton-tottenham-hotspur
12436883,22,Ended,1737295200,Manchester United,Brighton & Hove Albion,1,3,False,True,manchester-united-brighton-and-hove-albion
12436887,22,Ended,1737295200,Nottingham Forest,Southampton,3,2,False,True,southampton-nottingham-forest
12436439,22,Ended,1737304200,Ipswich Town,Manchester City,0,6,False,True,ipswich-town-manchester-city
12436455,22,Ended,1737403200,Chelsea,Wolverhampton,3,1,False,True,chelsea-wolverhampton
