Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436501,13,Ended,1732907700,Brighton & Hove Albion,Southampton,2,1,True,False,southampton-brighton-and-hove-albion
12436500,13,Ended,1732978800,Brentford,Leicester City,5,1,True,False,brentford-leicester-city
12436502,13,Ended,1732983300,Crystal Palace,Newcastle United,1,1,True,True,newcastle-united-crystal-palace
12436503,13,Ended,1732972500,Nottingham Forest,Ipswich Town,2,0,True,False,ipswich-town-nottingham-forest
12436922,13,Ended,1732986000,Wolverhampton,Bournemouth,2,5,True,True,bournemouth-wolverhampton
12436914,13,Ended,1732990500,West Ham United,Arsenal,3,5,False,True,arsenal-west-ham-united
12436498,13,Ended,1733052600,Chelsea,Aston Villa,3,1,True,False,aston-villa-chelsea
12436505,13,Ended,1733058900,Manchester United,Everton,5,0,True,False,everton-manchester-united
12436507,13,Ended,1733061600,Tottenham Hotspur,Fulham,2,2,False,False,fulham-tottenham-hotspur
12436504,13,Ended,1733071500,Liverpool,Manchester City,2,0,False,True,liverpool-manchester-city
