Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436452,15,Postponed,1733570100,Everton,Liverpool,N/A,N/A,True,True,everton-liverpool
12436990,15,Ended,1733580000,Aston Villa,Southampton,1,0,False,False,southampton-aston-villa
12436450,15,Ended,1733590800,Brentford,Newcastle United,5,3,True,False,brentford-newcastle-united
12436445,15,Ended,1733586300,Crystal Palace,Manchester City,2,2,False,False,manchester-city-crystal-palace
12436449,15,Ended,1733590800,Manchester United,Nottingham Forest,3,4,False,False,manchester-united-nottingham-forest
12436459,15,Ended,1733672700,Fulham,Arsenal,1,2,True,False,fulham-arsenal
12436462,15,Ended,1733671800,Ipswich Town,Bournemouth,1,2,True,False,bournemouth-ipswich-town
12436444,15,Ended,1733669100,Leicester City,Brighton & Hove Albion,2,3,True,False,leicester-city-brighton-and-hove-albion
12436441,15,Ended,1733679000,Tottenham Hotspur,Chelsea,3,5,False,True,chelsea-tottenham-hotspur
12436454,15,Ended,1733765400,West Ham United,Wolverhampton,2,1,False,True,west-ham-united-wolverhampton
13344418,15,Ended,1739391300,Everton,Liverpool,3,2,False,False,everton-liverpool
