Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12437019,29,Ended,1739989800,Aston Villa,Liverpool,3,3,True,True,liverpool-aston-villa
12437021,29,Ended,1742046300,Everton,West Ham United,2,2,False,True,everton-west-ham-united
12437025,29,Ended,1742048100,Ipswich Town,Nottingham Forest,2,5,True,True,ipswich-town-nottingham-forest
12437029,29,Ended,1742048100,Manchester City,Brighton & Hove Albion,3,3,False,True,brighton-and-hove-albion-manchester-city
12436578,29,Ended,1742053500,Southampton,Wolverhampton,1,2,False,False,southampton-wolverhampton
12437014,29,Ended,1742057100,Bournemouth,Brentford,1,2,True,True,bournemouth-brentford
12437017,29,Ended,1742135400,Arsenal,Chelsea,2,1,False,False,arsenal-chelsea
12437023,29,Ended,1742131800,Fulham,Tottenham Hotspur,3,0,True,True,fulham-tottenham-hotspur
12437027,29,Ended,1742143500,Leicester City,Manchester United,0,3,True,False,manchester-united-leicester-city
12437031,29,Not started,1744821000,Newcastle United,Crystal Palace,N/A,N/A,False,N/A,newcastle-united-crystal-palace
