Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436870,1,Ended,1723834800,Manchester United,Fulham,1,0,False,True,fulham-manchester-united
12436871,1,Ended,1723894200,Ipswich Town,Liverpool,0,2,False,True,liverpool-ipswich-town
12436872,1,Ended,1723903200,Arsenal,Wolverhampton,2,0,False,True,arsenal-wolverhampton
12436873,1,Ended,1723903200,Everton,Brighton & Hove Albion,0,3,False,True,everton-brighton-and-hove-albion
12436874,1,Ended,1723903200,Newcastle United,Southampton,1,0,False,True,southampton-newcastle-united
12436875,1,Ended,1723903200,Nottingham Forest,Bournemouth,1,1,False,True,bournemouth-nottingham-forest
12436877,1,Ended,1723912200,West Ham United,Aston Villa,1,2,False,True,aston-villa-west-ham-united
12436879,1,Ended,1723986000,Brentford,Crystal Palace,2,1,False,True,brentford-crystal-palace
12436880,1,Ended,1723995000,Chelsea,Manchester City,0,2,False,True,chelsea-manchester-city
12436881,1,Ended,1724094000,Leicester City,Tottenham Hotspur,1,1,False,True,tottenham-hotspur-leicester-city
