Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12436438,16,Ended,1734188400,Arsenal,Everton,1,1,False,True,everton-arsenal
12436446,16,Ended,1734183900,Liverpool,Fulham,2,2,True,False,liverpool-fulham
12436460,16,Ended,1734185700,Newcastle United,Leicester City,4,0,True,False,newcastle-united-leicester-city
12436456,16,Ended,1734179400,Wolverhampton,Ipswich Town,1,2,True,False,ipswich-town-wolverhampton
12436447,16,Ended,1734201000,Nottingham Forest,Aston Villa,2,1,False,False,aston-villa-nottingham-forest
12436457,16,Ended,1734262200,Brighton & Hove Albion,Crystal Palace,2,4,False,True,brighton-and-hove-albion-crystal-palace
12436451,16,Ended,1734273000,Manchester City,Manchester United,2,3,False,False,manchester-united-manchester-city
12436461,16,Ended,1734282900,Chelsea,Brentford,2,2,True,True,brentford-chelsea
12436458,16,Ended,1734282000,Southampton,Tottenham Hotspur,0,5,True,True,southampton-tottenham-hotspur
12436465,16,Ended,1734372900,Bournemouth,West Ham United,2,1,False,True,bournemouth-west-ham-united
