Match ID,Round,Status,Start Timestamp,Home Team,Away Team,Home Score,Away Score,Final Result Only,Has XG Data,Slug
12437056,10,Ended,1730550600,Newcastle United,Arsenal,1,0,False,True,arsenal-newcastle-united
12437051,10,Ended,1730559600,Bournemouth,Manchester City,2,1,False,True,bournemouth-manchester-city
12437053,10,Ended,1730559600,Ipswich Town,Leicester City,1,1,False,True,ipswich-town-leicester-city
12437054,10,Ended,1730559600,Liverpool,Brighton & Hove Albion,2,1,False,True,liverpool-brighton-and-hove-albion
12437057,10,Ended,1730559600,Nottingham Forest,West Ham United,3,0,False,True,west-ham-united-nottingham-forest
12437058,10,Ended,1730559600,Southampton,Everton,1,0,False,True,everton-southampton
12437060,10,Ended,1730568600,Wolverhampton,Crystal Palace,2,2,False,True,crystal-palace-wolverhampton
12437059,10,Ended,1730642400,Tottenham Hotspur,Aston Villa,4,1,False,True,aston-villa-tottenham-hotspur
12437055,10,Ended,1730651400,Manchester United,Chelsea,1,1,False,True,chelsea-manchester-united
12437052,10,Ended,1730750400,Fulham,Brentford,2,1,False,True,brentford-fulham
