Match ID,Team,Player ID,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12436968,Home,576384,Kristoffer Ajer,D,20,196,Norway,892771200,False,46,6,8.35,Unknown,Unknown
12436968,Home,1031258,Yehor Yarmolyuk,M,18,180,Ukraine,1078099200,False,76,78,6.83,Unknown,Unknown
12436968,Home,927083,Bryan Mbeumo,F,19,173,Cameroon,933984000,False,34,24,5.63,Unknown,Unknown
12436968,Home,1006387,Kevin Schade,F,7,183,Germany,1006819200,True,12,0,7.04,Unknown,Unknown
12436968,Home,805123,Yoane Wissa,F,11,176,DR Congo,841708800,False,14,26,7.19,Unknown,Unknown
12436968,Home,1137431,Michael Kayode,D,33,179,Italy,1089417600,True,6,4,6.84,Unknown,Unknown
12436968,Home,137774,Ben Mee,D,16,180,England,622339200,False,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Home,1500529,Benjamin Arthur,D,43,Unknown,England,1128816000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Home,991604,Fabio Carvalho,F,14,170,Portugal,1030665600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Home,1470048,Iwan Morgan,F,40,Unknown,Wales,1138492800,False,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Away,998253,Jake O'Brien,D,15,197,Ireland,989884800,False,40,28,6.49,Unknown,Unknown
12436968,Away,876643,Vitaliy Mykolenko,D,19,180,Ukraine,927936000,False,12,36,6.86,Unknown,Unknown
12436968,Away,106337,Idrissa Gueye,M,27,174,Senegal,622771200,False,98,38,7.39,Unknown,Unknown
12436968,Away,927361,James Garner,M,37,182,England,984441600,True,90,52,5.96,Unknown,Unknown
12436968,Away,947929,Jesper Lindstrøm,M,29,182,Denmark,951782400,True,36,36,6.62,Unknown,Unknown
12436968,Away,1017392,Carlos Alcaraz,M,24,183,Argentina,1038614400,False,74,18,7.37,Unknown,Unknown
12436968,Away,987489,Beto,F,14,194,Guinea-Bissau,886204800,True,6,18,7.22,Unknown,Unknown
12436968,Away,13918,Asmir Begović,G,31,198,Bosnia & Herzegovina,551145600,False,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Away,1145627,Youssef Chermiti,F,17,192,Portugal,1085356800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12436968,Away,1411668,Isaac Heath,F,10,Unknown,England,1098921600,False,Unknown,Unknown,Unknown,Unknown,Unknown
