Match ID,Team,Player ID,Player Name,Position,Jersey Number,Height,Country,Date of Birth,Substitute,Total Pass,Accurate Pass,Rating,AverageX,AverageY
12437046,Home,788134,Dean Henderson,G,1,188,England,858124800,False,29,11,7.4,Unknown,Unknown
12437046,Home,826134,Trevoh Chalobah,D,23,190,England,931132800,False,22,13,7.5,Unknown,Unknown
12437046,Home,879674,Maxence Lacroix,D,5,192,France,954979200,False,21,15,7.3,Unknown,Unknown
12437046,Home,877994,Marc Guéhi,D,5,182,England,963446400,False,14,12,7.6,Unknown,Unknown
12437046,Home,870360,Daniel Muñoz,M,23,183,Colombia,833068800,False,19,14,7.5,Unknown,Unknown
12437046,Home,1109771,Adam Wharton,M,20,182,England,1076025600,False,27,18,7.3,Unknown,Unknown
12437046,Home,355796,Jefferson Lerma,M,8,179,Colombia,783043200,False,6,3,6.8,Unknown,Unknown
12437046,Home,988275,Tyrick Mitchell,M,3,174,England,936144000,False,23,16,7.2,Unknown,Unknown
12437046,Home,845286,Ismaïla Sarr,F,23,185,Senegal,888364800,False,10,6,7.1,Unknown,Unknown
12437046,Home,864921,Eberechi Eze,F,10,178,England,899078400,False,32,21,7.8,Unknown,Unknown
12437046,Home,848276,Jean-Philippe Mateta,F,14,192,France,867456000,False,15,10,7.3,Unknown,Unknown
12437046,Home,193554,Will Hughes,M,19,185,England,798076800,True,20,12,7,Unknown,Unknown
12437046,Home,858194,Edward Nketiah,F,9,175,England,928022400,True,6,6,6.8,Unknown,Unknown
12437046,Home,794338,Daichi Kamada,M,18,184,Japan,839203200,True,3,2,6.7,Unknown,Unknown
12437046,Home,833943,Matt Turner,G,30,190,USA,772416000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Home,39183,Joel Ward,D,2,188,England,625622400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Home,43215,Nathaniel Clyne,D,17,175,England,670809600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Home,1465401,Caleb Kporha,D,58,Unknown,England,1152921600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Home,148710,Jeffrey Schlupp,M,15,178,Ghana,725068800,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Home,1799984,Asher Agbinone,F,28,Unknown,England,1127865600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Away,553606,Guglielmo Vicario,G,1,194,Italy,844646400,False,35,31,7.7,Unknown,Unknown
12437046,Away,913654,Pedro Porro,D,23,173,Spain,937180800,False,60,42,6.9,Unknown,Unknown
12437046,Away,829932,Cristian Romero,D,17,185,Argentina,893635200,False,77,67,7.5,Unknown,Unknown
12437046,Away,998247,Micky van de Ven,D,37,193,Netherlands,987638400,False,74,63,6.5,Unknown,Unknown
12437046,Away,983572,Destiny Udogie,D,13,186,Italy,1038441600,False,54,46,7,Unknown,Unknown
12437046,Away,928124,Dejan Kulusevski,M,21,186,Sweden,956620800,False,22,16,6.3,Unknown,Unknown
12437046,Away,844842,Yves Bissouma,M,8,181,Mali,841363200,False,43,36,6.5,Unknown,Unknown
12437046,Away,356398,James Maddison,M,10,175,England,848707200,False,36,28,7,Unknown,Unknown
12437046,Away,1085180,Brennan Johnson,F,22,186,Wales,990576000,False,18,10,7.2,Unknown,Unknown
12437046,Away,361420,Dominic Solanke,F,19,186,England,874195200,False,20,11,6.7,Unknown,Unknown
12437046,Away,1403192,Mikey Moore,F,11,180,England,1186790400,False,12,10,6.3,Unknown,Unknown
12437046,Away,1002711,Pape Matar Sarr,M,29,185,Senegal,1031961600,True,35,31,6.6,Unknown,Unknown
12437046,Away,232306,Timo Werner,F,16,180,Germany,826070400,True,9,8,6.5,Unknown,Unknown
12437046,Away,840217,Richarlison,F,9,184,Brazil,863222400,True,6,5,6.5,Unknown,Unknown
12437046,Away,791190,Rodrigo Bentancur,M,30,187,Uruguay,867196800,True,16,15,6.5,Unknown,Unknown
12437046,Away,19314,Fraser Forster,G,20,201,England,574560000,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Away,94758,Ben Davies,D,33,181,Wales,735609600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Away,997103,Radu Drăguşin,D,6,191,Romania,1012694400,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Away,1142335,Archie Gray,D,14,187,England,1142121600,True,Unknown,Unknown,Unknown,Unknown,Unknown
12437046,Away,1391251,Lucas Bergvall,M,15,186,Sweden,1138838400,True,Unknown,Unknown,Unknown,Unknown,Unknown
